work_id,state,mp_name,work_category,work_description,cost_estimate,implementing_agency,sanction_date,completion_days,payment_released_pct,status,is_synthetic_anomaly,anomaly_type,cost_ratio,completion_days_filled,completion_speed_ratio,vendor_concentration,expected_payment,payment_mismatch,iso_flag,iso_score,lof_flag,lof_score,risk_level,risk_score
W000752,Meghalaya,ANDREW J. SYNGKON,Playground development,Playground development at Panihati ward 15,435898.89,"Pandya, Lalla and Sule Works Dept",2024-07-02,,0.802,In Progress,False,,0.46176642644228544,178.0,1.0,0.7692307692307692,0.5,0.30200000000000005,1,-0.1126979980966672,1,0.9774752769316031,Low,14.6
W000753,Meghalaya,ANDREW J. SYNGKON,Drinking water supply,Drinking water supply at Kishanganj ward 4,756234.74,Koshy LLC Works Dept,2024-08-22,,0.82,In Progress,False,,0.9119759015951574,178.0,1.0,1.7307692307692306,0.5,0.31999999999999995,1,-0.14263390206544646,1,0.976209021299994,Low,2.9
W000754,Meghalaya,ANDREW J. SYNGKON,Health sub-centre upgrade,Health sub-centre upgrade at Durgapur ward 3,1992413.69,"Misra, Kar and Mishra Works Dept",2023-05-07,202.0,0.86,Completed,False,,1.0020042915301497,202.0,1.1348314606741574,1.7307692307692306,1.0,-0.14,1,-0.10962694071756118,1,1.0089718600125095,Low,32.1
W000755,Meghalaya,ANDREW J. SYNGKON,Playground development,Playground development at Tadepalligudem ward 18,1251067.13,Walia-Oommen Works Dept,2025-01-12,,0.929,In Progress,False,,1.3253091740139693,178.0,1.0,1.1538461538461537,0.5,0.42900000000000005,1,-0.1280043816346173,1,1.0013933721495698,Low,19.4
W000756,Meghalaya,ANDREW J. SYNGKON,Public toilet construction,Public toilet construction at Latur ward 8,425194.3,Koshy LLC Works Dept,2024-03-15,,0.915,In Progress,False,,1.1296651985604493,178.0,1.0,1.7307692307692306,0.5,0.41500000000000004,1,-0.12308499719599764,1,0.9916948306278792,Low,16.0
W000757,Meghalaya,ANDREW J. SYNGKON,Drainage system,Drainage system at Bettiah ward 16,2411047.39,"Pandya, Lalla and Sule Works Dept",2024-10-25,,0.705,In Progress,False,,1.3432397312719837,178.0,1.0,0.7692307692307692,0.5,0.20499999999999996,1,-0.10829934894385046,1,1.0141146910527197,Low,35.8
W000758,Meghalaya,ANDREW J. SYNGKON,Public toilet construction,Public toilet construction at Muzaffarpur ward 8,178311.19,"Puri, Murthy and Ghose Works Dept",2023-07-26,,0.702,In Progress,False,,0.47374093645399296,178.0,1.0,0.5769230769230769,0.5,0.20199999999999996,1,-0.093916574850192,1,1.0572377000100524,Low,59.0
W000759,Meghalaya,ANDREW J. SYNGKON,Drainage system,Drainage system at Salem ward 10,1794949.43,"Misra, Kar and Mishra Works Dept",2024-03-29,,0.969,In Progress,False,,1.0,178.0,1.0,1.7307692307692306,0.5,0.469,1,-0.11414288826222285,1,1.0469089726482046,Low,46.1
W000760,Meghalaya,ANDREW J. SYNGKON,Library development,Library development at Bathinda ward 6,470437.61,Koshy LLC Works Dept,2024-04-17,239.0,0.978,Completed,False,,0.9316598279278295,239.0,1.3426966292134832,1.7307692307692306,1.0,-0.02200000000000002,1,-0.0971886716352679,1,1.003514759239164,Low,35.0
W000761,Meghalaya,ANDREW J. SYNGKON,School building repair,School building repair at Salem ward 7,260267.39,Walia-Oommen Works Dept,2024-05-24,87.0,0.98,Completed,False,,0.2954492939755858,87.0,0.4887640449438202,1.1538461538461537,1.0,-0.020000000000000018,1,-0.03935951306776048,1,1.0045178424753813,Low,57.2
W000762,Meghalaya,ANDREW J. SYNGKON,Drinking water supply,Drinking water supply at Kolkata ward 7,721947.22,"Pandya, Lalla and Sule Works Dept",2024-05-07,115.0,0.73,Completed,False,,0.8706271109201059,115.0,0.6460674157303371,0.7692307692307692,1.0,-0.27,1,-0.07875805491381016,1,0.9936210117819776,Low,38.4
W000763,Meghalaya,ANDREW J. SYNGKON,Drinking water supply,Drinking water supply at Vellore ward 19,883046.11,"Puri, Murthy and Ghose Works Dept",2024-05-29,,0.9408293393789217,Sanctioned,True,premature_payment,1.0649031705649314,178.0,1.0,0.5769230769230769,0.1,0.8408293393789217,1,-0.0530001813558465,1,0.9860590911097719,Low,43.7
W000764,Meghalaya,ANDREW J. SYNGKON,Public toilet construction,Public toilet construction at Morena ward 17,1428746.9389942985,Walia-Oommen Works Dept,2024-07-12,,0.792,In Progress,True,cost_inflation,3.7959250501044544,178.0,1.0,1.1538461538461537,0.5,0.29200000000000004,1,-0.028564700053316294,1,1.1238442882876938,Low,89.2
W000765,Meghalaya,ANDREW J. SYNGKON,Public toilet construction,Public toilet construction at Tumkur ward 18,421210.36,Koshy LLC Works Dept,2023-04-05,,0.862,In Progress,False,,1.1190805826068655,178.0,1.0,1.7307692307692306,0.5,0.362,1,-0.12775303797446508,1,0.9951928264744019,Low,16.1
W000766,Meghalaya,ANDREW J. SYNGKON,Playground development,Playground development at Baranagar ward 6,835830.78,"Misra, Kar and Mishra Works Dept",2024-08-07,296.0,0.883,Completed,False,,0.8854314641431367,296.0,1.6629213483146068,1.7307692307692306,1.0,-0.11699999999999999,1,-0.0686107834552826,1,1.0157059111659952,Low,55.4
W000767,Meghalaya,ANDREW J. SYNGKON,School building repair,School building repair at Hubli–Dharwad ward 20,916150.67,"Misra, Kar and Mishra Works Dept",2023-08-10,86.0,0.782,Completed,False,,1.0399922503805026,86.0,0.48314606741573035,1.7307692307692306,1.0,-0.21799999999999997,1,-0.08147457496044885,1,0.9756687532057565,Low,29.6
W000768,Meghalaya,ANDREW J. SYNGKON,Drainage system,Drainage system at Deoghar ward 20,1327098.2,Walia-Oommen Works Dept,2024-08-29,285.0,0.737,Completed,False,,0.7393513030615019,285.0,1.601123595505618,1.1538461538461537,1.0,-0.263,1,-0.06322709363954204,1,1.0173255540522257,Low,58.1
W000769,Manipur,ANGOMCHA BIMOL AKOIJAM,Health sub-centre upgrade,Health sub-centre upgrade at Tinsukia ward 5,1034758.44,Bansal Group Works Dept,2024-03-17,135.0,0.904,Completed,False,,0.5972771018493918,135.0,0.7584269662921348,0.75,1.0,-0.09599999999999997,1,-0.10265221293865279,1,1.008029141048781,Low,35.0
W000770,Manipur,ANGOMCHA BIMOL AKOIJAM,Health sub-centre upgrade,Health sub-centre upgrade at Guntur ward 17,1035452.03,Grewal-Mann Works Dept,2024-12-07,,0.858,In Progress,False,,0.5976774517369189,178.0,1.0,2.0,0.5,0.358,1,-0.11083759226506729,1,1.0609681007722336,Low,51.2
W000771,Manipur,ANGOMCHA BIMOL AKOIJAM,Library development,Library development at Darbhanga ward 18,796332.38,Bansal Group Works Dept,2024-02-16,,0.732,In Progress,False,,1.037857448861924,178.0,1.0,0.75,0.5,0.23199999999999998,1,-0.13758093767598778,1,1.0468479512852578,Low,36.7
W000772,Manipur,ANGOMCHA BIMOL AKOIJAM,Community hall construction,Community hall construction at Gorakhpur ward 12,4052904.99,Mani-Amble Works Dept,2023-11-01,,0.777,In Progress,True,vendor_concentration,1.0,178.0,1.0,3.75,0.5,0.277,-1,0.03596308536325321,-1,1.2883898670197937,High,97.4
W000773,Manipur,ANGOMCHA BIMOL AKOIJAM,School building repair,School building repair at Ujjain ward 11,1162926.88,"Barad, Gill and Sahni Works Dept",2024-08-28,,0.845,In Progress,False,,1.1890487349433498,178.0,1.0,1.0,0.5,0.345,1,-0.14099645721514026,1,1.0147061561004045,Low,23.0
W000774,Manipur,ANGOMCHA BIMOL AKOIJAM,Drainage system,Drainage system at Bardhaman ward 14,2111985.1,"Chhabra, Nayak and Mane Works Dept",2024-10-27,,0.865,In Progress,False,,1.37403550135274,178.0,1.0,1.5,0.5,0.365,1,-0.12238769121067122,1,1.0112833759592201,Low,27.6
W000775,Manipur,ANGOMCHA BIMOL AKOIJAM,Street lighting,Street lighting at Kanpur ward 4,178218.15,"Barad, Gill and Sahni Works Dept",2024-06-06,266.0,0.89,Completed,False,,1.0,266.0,1.4943820224719102,1.0,1.0,-0.10999999999999999,1,-0.08366128759216312,1,1.0038427794618423,Low,42.2
W000776,Manipur,ANGOMCHA BIMOL AKOIJAM,Health sub-centre upgrade,Health sub-centre upgrade at Sagar ward 7,2883368.02,Grewal-Mann Works Dept,2023-08-27,,0.88,In Progress,False,,1.6643205099644505,178.0,1.0,2.0,0.5,0.38,1,-0.06681579668911697,1,1.1133373944972302,Low,78.9
W000777,Manipur,ANGOMCHA BIMOL AKOIJAM,School building repair,School building repair at Akola ward 2,1019188.86,Grewal-Mann Works Dept,2024-01-19,234.0,0.965,Completed,False,,1.0420820478853794,234.0,1.3146067415730338,2.0,1.0,-0.03500000000000003,1,-0.09247285505267422,1,1.0292371362974926,Low,51.0
W000778,Manipur,ANGOMCHA BIMOL AKOIJAM,Community hall construction,Community hall construction at Purnia ward 15,2526358.97,"Barad, Gill and Sahni Works Dept",2024-10-06,68.0,0.764,Completed,False,,0.623345224285655,68.0,0.38202247191011235,1.0,1.0,-0.236,1,-0.030762106215842133,1,1.0854989926463323,Low,85.5
W000779,Manipur,ANGOMCHA BIMOL AKOIJAM,Playground development,Playground development at Chandigarh ward 8,1255373.38,"Chhabra, Nayak and Mane Works Dept",2025-02-20,,0.823,In Progress,False,,1.7583137410860747,178.0,1.0,1.5,0.5,0.32299999999999995,1,-0.09817887252333912,-1,1.166162709614874,Medium,67.0
W000780,Manipur,ANGOMCHA BIMOL AKOIJAM,Health sub-centre upgrade,Health sub-centre upgrade at Bareilly ward 10,2615667.13,"Barad, Gill and Sahni Works Dept",2023-11-30,,0.97,In Progress,False,,1.5097997971479376,178.0,1.0,1.0,0.5,0.47,1,-0.08008108065984187,1,1.0405223672134614,Low,61.1
W000781,Manipur,ANGOMCHA BIMOL AKOIJAM,Health sub-centre upgrade,Health sub-centre upgrade at Kolhapur ward 11,1448211.31,"Chhabra, Nayak and Mane Works Dept",2024-05-01,,0.771,Sanctioned,False,,0.8359279041998547,178.0,1.0,1.5,0.1,0.671,1,-0.09343406559946082,1,1.016358182606023,Low,44.7
W000782,Manipur,ANGOMCHA BIMOL AKOIJAM,Road construction,Road construction at North Dumdum ward 20,3297681.65,Andra LLC Works Dept,2023-04-14,250.0,0.782,Completed,False,,1.3505741649258907,250.0,1.404494382022472,2.5,1.0,-0.21799999999999997,1,-0.0025433196628235066,-1,1.2292935286706408,Medium,95.3
W000783,Manipur,ANGOMCHA BIMOL AKOIJAM,Community hall construction,Community hall construction at Chennai ward 12,5201764.43,"Chhabra, Nayak and Mane Works Dept",2025-01-08,,0.827,In Progress,False,,1.2834656728530909,178.0,1.0,1.5,0.5,0.32699999999999996,1,-0.05089698602695836,1,0.9650450007043689,Low,39.1
W000784,Manipur,ANGOMCHA BIMOL AKOIJAM,Library development,Library development at Yamunanagar ward 7,767284.93,Grewal-Mann Works Dept,2024-12-08,,0.729,In Progress,False,,1.0,178.0,1.0,2.0,0.5,0.22899999999999998,1,-0.13109513776426396,1,1.016355328382205,Low,27.0
W000785,Manipur,ANGOMCHA BIMOL AKOIJAM,Public toilet construction,Public toilet construction at Amroha ward 6,349543.73,"Chhabra, Nayak and Mane Works Dept",2023-09-29,234.0,0.836,Completed,False,,1.0,234.0,1.3146067415730338,1.5,1.0,-0.16400000000000003,1,-0.10247497839893127,1,0.9829334475021557,Low,21.5
W000786,Manipur,ANGOMCHA BIMOL AKOIJAM,Drinking water supply,Drinking water supply at Ozhukarai ward 18,1003930.16,Grewal-Mann Works Dept,2024-04-21,70.0,0.75,Completed,False,,0.9668376231222514,70.0,0.39325842696629215,2.0,1.0,-0.25,1,-0.05519719381134358,1,0.9951978203427435,Low,48.0
W000787,Manipur,ANGOMCHA BIMOL AKOIJAM,School building repair,School building repair at Ballia ward 1,936873.74,Grewal-Mann Works Dept,2023-09-12,,0.959,In Progress,False,,0.9579179521146204,178.0,1.0,2.0,0.5,0.45899999999999996,1,-0.112794946195233,1,1.005063171354482,Low,28.2
W000788,Manipur,ANGOMCHA BIMOL AKOIJAM,Public toilet construction,Public toilet construction at Bhilwara ward 5,186695.92,Grewal-Mann Works Dept,2025-03-27,299.0,0.729,Completed,False,,0.5341131995129766,299.0,1.6797752808988764,2.0,1.0,-0.271,1,-0.0013981365397974788,-1,1.1403663280746168,Medium,93.2
W000789,Manipur,ANGOMCHA BIMOL AKOIJAM,Playground development,Playground development at Noida ward 20,433094.02,Grewal-Mann Works Dept,2023-05-23,,0.893,Sanctioned,False,,0.6066045199621863,178.0,1.0,2.0,0.1,0.793,1,-0.04347527696080272,1,0.980486749654521,Low,43.9
W000790,Manipur,ANGOMCHA BIMOL AKOIJAM,Public toilet construction,Public toilet construction at Kochi ward 11,342837.61,"Chhabra, Nayak and Mane Works Dept",2024-11-07,14.0,0.864,Completed,True,suspiciously_fast,0.9808146465679702,14.0,0.07865168539325842,1.5,1.0,-0.136,1,-0.0373110207175853,1,0.9756742900761157,Low,43.7
W000791,Manipur,ANGOMCHA BIMOL AKOIJAM,Community hall construction,Community hall construction at Aizawl ward 17,2543761.93,Bansal Group Works Dept,2023-10-06,193.0,0.817,Completed,False,,0.6276391714773457,193.0,1.0842696629213484,0.75,1.0,-0.18300000000000005,1,-0.08717864282404891,1,1.1171995702539683,Low,70.6
W000792,Uttarakhand,ANIL BALUNI,Library development,Library development at Siwan ward 8,716133.43,"Mukhopadhyay, Dalal and Merchant Works Dept",2024-10-01,163.0,0.849,Completed,False,,1.1551352073372516,163.0,0.9157303370786517,0.8955223880597015,1.0,-0.15100000000000002,1,-0.12800601619688334,1,0.9799597123183231,Low,8.7
W000793,Uttarakhand,ANIL BALUNI,Drainage system,Drainage system at Shahjahanpur ward 20,2475571.04,Prakash-Sagar Works Dept,2024-03-05,152.0,0.741,Completed,False,,1.4380373680844432,152.0,0.8539325842696629,1.6119402985074627,1.0,-0.259,1,-0.07042938621077693,1,1.0114462123702619,Low,52.3
W000794,Uttarakhand,ANIL BALUNI,Public toilet construction,Public toilet construction at Hajipur ward 1,378057.82,Ravi Ltd Works Dept,2024-10-26,,0.821,In Progress,False,,1.241829877720144,178.0,1.0,2.328358208955224,0.5,0.32099999999999995,1,-0.08930582064626935,1,1.0262073924028534,Low,51.3
W000795,Uttarakhand,ANIL BALUNI,Drainage system,Drainage system at Dehri ward 20,1356399.23,Prakash-Sagar Works Dept,2024-06-30,,0.915,Sanctioned,False,,0.7879203413128331,178.0,1.0,1.6119402985074627,0.1,0.8150000000000001,1,-0.06618849676797367,1,1.0304700310744181,Low,62.9
W000796,Uttarakhand,ANIL BALUNI,Community hall construction,Community hall construction at Solapur ward 13,4615962.68,Ravi Ltd Works Dept,2023-05-11,,0.997,In Progress,False,,1.3426977602029164,178.0,1.0,2.328358208955224,0.5,0.497,-1,0.00036210074717824003,-1,1.138659886513037,High,93.3
W000797,Uttarakhand,ANIL BALUNI,Health sub-centre upgrade,Health sub-centre upgrade at Ghaziabad ward 1,908146.29,Prakash-Sagar Works Dept,2023-12-19,,0.731,In Progress,False,,0.754558618482815,178.0,1.0,1.6119402985074627,0.5,0.23099999999999998,1,-0.1380052127407418,1,1.0919949177161716,Low,45.2
W000798,Uttarakhand,ANIL BALUNI,Drainage system,Drainage system at Chapra ward 16,1948677.63,Ravi Ltd Works Dept,2024-09-08,265.0,0.874,Completed,False,,1.1319696365046465,265.0,1.4887640449438202,2.328358208955224,1.0,-0.126,1,-0.03748080556486311,1,1.055002998617005,Low,78.5
W000799,Uttarakhand,ANIL BALUNI,Street lighting,Street lighting at Dehradun ward 3,328204.43,Ravi Ltd Works Dept,2025-01-27,109.0,0.724,Completed,False,,0.687476270135064,109.0,0.6123595505617978,2.328358208955224,1.0,-0.276,1,-0.03302003773825707,1,1.0781448690308066,Low,84.0
W000800,Uttarakhand,ANIL BALUNI,School building repair,School building repair at Saharsa ward 3,285658.25,"Mukhopadhyay, Dalal and Merchant Works Dept",2024-10-02,196.0,0.968,Completed,False,,0.45807663114469044,196.0,1.101123595505618,0.8955223880597015,1.0,-0.03200000000000003,1,-0.10051293731595817,1,1.0133925155759447,Low,39.2
W000801,Uttarakhand,ANIL BALUNI,Community hall construction,Community hall construction at Bhiwandi ward 7,2363402.96,Prakash-Sagar Works Dept,2025-03-02,,0.797,In Progress,False,,0.6874699993997663,178.0,1.0,1.6119402985074627,0.5,0.29700000000000004,1,-0.11038343990736432,1,1.0468300006777276,Low,47.9
W000802,Uttarakhand,ANIL BALUNI,Health sub-centre upgrade,Health sub-centre upgrade at Ballia ward 5,1143975.37,Ravi Ltd Works Dept,2025-01-22,,0.806,Sanctioned,False,,0.9505037726527157,178.0,1.0,2.328358208955224,0.1,0.7060000000000001,1,-0.04512984733559783,1,1.029211543449241,Low,68.6
W000803,Uttarakhand,ANIL BALUNI,Public toilet construction,Public toilet construction at Mysore ward 2,127769.54,"Mukhopadhyay, Dalal and Merchant Works Dept",2024-03-05,69.0,0.856,Completed,False,,0.4196925016246431,69.0,0.38764044943820225,0.8955223880597015,1.0,-0.14400000000000002,1,-0.03424812483596834,1,1.0376196621699125,Low,74.1
W000804,Uttarakhand,ANIL BALUNI,Street lighting,Street lighting at Pimpri-Chinchwad ward 8,193948.17,Kant-Kanda Works Dept,2024-10-23,,0.94,In Progress,False,,0.4062552248643363,178.0,1.0,1.0746268656716418,0.5,0.43999999999999995,1,-0.09892120080181954,1,0.988208126880638,Low,25.5
W000805,Uttarakhand,ANIL BALUNI,Health sub-centre upgrade,Health sub-centre upgrade at Mira-Bhayandar ward 14,1160909.0,Kant-Kanda Works Dept,2024-05-02,,0.862,In Progress,False,,0.964573550396012,178.0,1.0,1.0746268656716418,0.5,0.362,1,-0.14560202411205764,1,1.072360370924232,Low,40.8
W000806,Uttarakhand,ANIL BALUNI,Road construction,Road construction at Sirsa ward 1,3616253.08,Prakash-Sagar Works Dept,2024-05-03,232.0,0.895,Completed,False,,1.515730462633446,232.0,1.303370786516854,1.6119402985074627,1.0,-0.10499999999999998,1,-0.045696192336767194,1,1.060466306610906,Low,78.0
W000807,Uttarakhand,ANIL BALUNI,Drinking water supply,Drinking water supply at Karaikudi ward 3,939549.34,Kant-Kanda Works Dept,2024-11-20,,0.797,In Progress,False,,1.153526569110004,178.0,1.0,1.0746268656716418,0.5,0.29700000000000004,1,-0.14771456595884463,1,0.9965782739147089,Low,11.3
W000808,Uttarakhand,ANIL BALUNI,Library development,Library development at Aizawl ward 10,533101.34,Prakash-Sagar Works Dept,2023-07-18,,0.901,In Progress,False,,0.8599013830602303,178.0,1.0,1.6119402985074627,0.5,0.401,1,-0.13314646637557065,1,1.0081259593681846,Low,21.6
W000809,Uttarakhand,ANIL BALUNI,Drinking water supply,Drinking water supply at Tenali ward 13,1492967.23,Sridhar and Sons Works Dept,2024-01-14,,0.899,Sanctioned,False,,1.8329823600488786,178.0,1.0,0.35820895522388063,0.1,0.799,-1,0.006235241503845024,-1,1.248085925957369,High,96.1
W000810,Uttarakhand,ANIL BALUNI,Road construction,Road construction at Delhi ward 5,2584906.94,Sridhar and Sons Works Dept,2024-07-29,100.0,0.919,Completed,False,,1.0834480069162098,100.0,0.5617977528089888,0.35820895522388063,1.0,-0.08099999999999996,1,-0.0443694449111518,1,1.1035044862140608,Low,84.7
W000811,Uttarakhand,ANIL BALUNI,Library development,Library development at Adoni ward 12,625643.93,Ravi Ltd Works Dept,2024-01-28,222.0,0.718,Completed,False,,1.009174129463336,222.0,1.247191011235955,2.328358208955224,1.0,-0.28200000000000003,1,-0.05934441707834143,1,1.0359191797453549,Low,67.3
W000812,Uttarakhand,ANIL BALUNI,Library development,Library development at Ranchi ward 1,693607.77,Prakash-Sagar Works Dept,2024-10-20,96.0,0.987,Completed,False,,1.1188009407823327,96.0,0.5393258426966292,1.6119402985074627,1.0,-0.013000000000000012,1,-0.08539915699150669,1,1.0254758585619297,Low,52.9
W000813,Uttarakhand,ANIL BALUNI,Playground development,Playground development at Hapur ward 3,645424.12,Kant-Kanda Works Dept,2024-05-08,197.0,0.907,Completed,False,,0.5696622255635744,197.0,1.1067415730337078,1.0746268656716418,1.0,-0.09299999999999997,1,-0.12764964270330825,1,0.9866902936333786,Low,11.5
W000814,Uttarakhand,ANIL BALUNI,Community hall construction,Community hall construction at Hosur ward 17,15595937.300470363,"Mukhopadhyay, Dalal and Merchant Works Dept",2024-03-18,114.0,0.861,Completed,True,cost_inflation,4.536568324596307,114.0,0.6404494382022472,0.8955223880597015,1.0,-0.139,-1,0.16460594301733444,1,1.029190605073712,Medium,78.0
W000815,Uttarakhand,ANIL BALUNI,School building repair,School building repair at Coimbatore ward 9,296676.45,"Mukhopadhyay, Dalal and Merchant Works Dept",2023-10-06,,0.835,In Progress,False,,0.4757452261783659,178.0,1.0,0.8955223880597015,0.5,0.33499999999999996,1,-0.11753233060082074,1,0.9807833247182461,Low,13.4
W000816,Uttarakhand,ANIL BALUNI,Drinking water supply,Drinking water supply at Patna ward 2,1207395.99,Prakash-Sagar Works Dept,2023-10-03,,0.804,In Progress,False,,1.4823738303108984,178.0,1.0,1.6119402985074627,0.5,0.30400000000000005,1,-0.12223579570690757,1,1.0312699688091418,Low,37.2
W000817,Uttarakhand,ANIL BALUNI,Public toilet construction,Public toilet construction at Alappuzha ward 3,365964.69,Kant-Kanda Works Dept,2025-01-20,200.0,0.939,Completed,False,,1.2021068264970434,200.0,1.1235955056179776,1.0746268656716418,1.0,-0.061000000000000054,1,-0.12452853859062102,1,1.0041477090467674,Low,22.5
W000818,Uttarakhand,ANIL BALUNI,Drinking water supply,Drinking water supply at Bhavnagar ward 11,1412613.38,Kant-Kanda Works Dept,2023-10-20,,0.77,In Progress,False,,1.734328359711568,178.0,1.0,1.0746268656716418,0.5,0.27,1,-0.10338369655867957,1,1.058897219577467,Low,54.4
W000819,Uttarakhand,ANIL BALUNI,School building repair,School building repair at Dindigul ward 10,599315.92,Prakash-Sagar Works Dept,2025-02-16,227.0,0.746,Completed,False,,0.9610526481380489,227.0,1.2752808988764044,1.6119402985074627,1.0,-0.254,1,-0.09665274886363179,1,1.0049938550447517,Low,36.2
W000820,Maharashtra,ANIL YESHWANT DESAI,Community hall construction,Community hall construction at Bihar Sharif ward 20,5966175.76,Pall Inc Works Dept,2024-02-20,184.0,0.978,Completed,False,,1.5429394059046235,184.0,1.0337078651685394,0.6527777777777777,1.0,-0.02200000000000002,1,-0.005745464364719899,-1,1.198877977310653,Medium,94.5
W000821,Maharashtra,ANIL YESHWANT DESAI,Playground development,Playground development at Tinsukia ward 11,6147002.464877343,Yogi Group Works Dept,2023-09-04,,0.953,In Progress,True,cost_inflation,5.5286309282573844,178.0,1.0,1.0879629629629628,0.5,0.45299999999999996,-1,0.10003144721283574,1,0.9839466561763123,Medium,53.6
W000822,Maharashtra,ANIL YESHWANT DESAI,School building repair,School building repair at Katihar ward 8,720957.98,Yogi Group Works Dept,2023-04-05,140.0,0.887,Completed,False,,1.0520837185239722,140.0,0.7865168539325843,1.0879629629629628,1.0,-0.11299999999999999,1,-0.1303855115017814,1,0.9740723241264554,Low,6.0
W000823,Maharashtra,ANIL YESHWANT DESAI,Street lighting,Street lighting at Berhampur ward 11,207930.88,Yogi Group Works Dept,2024-04-03,,0.927,In Progress,False,,0.45942640989155703,178.0,1.0,1.0879629629629628,0.5,0.42700000000000005,1,-0.10618114133426965,1,0.9848551931047295,Low,20.4
W000824,Maharashtra,ANIL YESHWANT DESAI,Public toilet construction,Public toilet construction at Jaunpur ward 16,151085.39,"Datta, Kapoor and Aggarwal Works Dept",2024-06-30,,0.948,In Progress,False,,0.498359106944501,178.0,1.0,0.8703703703703702,0.5,0.44799999999999995,1,-0.09496963923323093,1,0.9792155629576011,Low,24.1
W000825,Maharashtra,ANIL YESHWANT DESAI,Drinking water supply,Drinking water supply at Bhatpara ward 9,1238433.71,Buch-Zacharia Works Dept,2023-09-27,,0.913,In Progress,False,,1.389338831154043,178.0,1.0,0.8703703703703702,0.5,0.41300000000000003,1,-0.12138017733391465,1,0.9878138239198933,Low,14.6
W000826,Maharashtra,ANIL YESHWANT DESAI,Library development,Library development at Maheshtala ward 3,325312.27,Sen-Purohit Works Dept,2023-10-19,,0.791,In Progress,False,,0.4905023376236521,178.0,1.0,0.4351851851851851,0.5,0.29100000000000004,1,-0.0917569201184879,1,0.9697605537601417,Low,23.7
W000827,Maharashtra,ANIL YESHWANT DESAI,Road construction,Road construction at Patna ward 19,1641960.22,"Datta, Kapoor and Aggarwal Works Dept",2024-09-01,221.0,0.808,Completed,False,,0.6570459392040591,221.0,1.2415730337078652,0.8703703703703702,1.0,-0.19199999999999995,1,-0.10568530256517839,1,1.0531671718002091,Low,51.7
W000828,Maharashtra,ANIL YESHWANT DESAI,Health sub-centre upgrade,Health sub-centre upgrade at Srikakulam ward 18,810342.59,Pall Inc Works Dept,2024-11-25,,0.981,Sanctioned,False,,0.4389391065180754,178.0,1.0,0.6527777777777777,0.1,0.881,1,-0.023217950263110854,1,1.067645719408787,Low,83.6
W000829,Maharashtra,ANIL YESHWANT DESAI,Library development,Library development at New Delhi ward 5,687661.57,Pall Inc Works Dept,2024-10-04,,0.792,In Progress,False,,1.036848710252923,178.0,1.0,0.6527777777777777,0.5,0.29200000000000004,1,-0.13355265292936352,1,1.0032837237420487,Low,18.5
W000830,Maharashtra,ANIL YESHWANT DESAI,Health sub-centre upgrade,Health sub-centre upgrade at Jabalpur ward 10,1552755.64,Buch-Zacharia Works Dept,2023-11-15,,0.834,In Progress,False,,0.8410827490413681,178.0,1.0,0.8703703703703702,0.5,0.33399999999999996,1,-0.1377941496453337,1,1.040272610348464,Low,34.7
W000831,Maharashtra,ANIL YESHWANT DESAI,Public toilet construction,Public toilet construction at Hindupur ward 12,340237.73,"Datta, Kapoor and Aggarwal Works Dept",2024-08-26,190.0,0.855,Completed,False,,1.1222830431957995,190.0,1.0674157303370786,0.8703703703703702,1.0,-0.14500000000000002,1,-0.11893926831775986,1,0.96823596414775,Low,10.0
W000832,Maharashtra,ANIL YESHWANT DESAI,Road construction,Road construction at Amroha ward 20,3742054.31,Buch-Zacharia Works Dept,2025-02-07,,0.849,In Progress,False,,1.4974184871948648,178.0,1.0,0.8703703703703702,0.5,0.349,1,-0.07950539091286934,1,1.0248992151178795,Low,55.3
W000833,Maharashtra,ANIL YESHWANT DESAI,Library development,Library development at Sambalpur ward 19,994510.61,"Datta, Kapoor and Aggarwal Works Dept",2023-08-22,174.0,0.955,Completed,False,,1.4995123885014363,174.0,0.9775280898876404,0.8703703703703702,1.0,-0.04500000000000004,1,-0.12555267706186501,1,1.0530320161036246,Low,42.7
W000834,Maharashtra,ANIL YESHWANT DESAI,School building repair,School building repair at Rewa ward 8,408510.51,Yogi Group Works Dept,2024-08-08,300.0,0.979,Completed,False,,0.5961335727457019,300.0,1.6853932584269662,1.0879629629629628,1.0,-0.02100000000000002,1,-0.058465136925411054,1,1.0115446549822058,Low,56.5
W000835,Maharashtra,ANIL YESHWANT DESAI,Community hall construction,Community hall construction at Muzaffarpur ward 2,2023648.79,Buch-Zacharia Works Dept,2023-06-04,127.0,0.945,Completed,False,,0.5233448673664637,127.0,0.7134831460674157,0.8703703703703702,1.0,-0.05500000000000005,1,-0.0875290812370898,1,1.0879120180235256,Low,67.7
W000836,Maharashtra,ANIL YESHWANT DESAI,Library development,Library development at Pimpri-Chinchwad ward 15,566436.31,Sen-Purohit Works Dept,2024-04-04,159.0,0.963,Completed,False,,0.8540665686231745,159.0,0.8932584269662921,0.4351851851851851,1.0,-0.03700000000000003,1,-0.1001403395898558,1,1.042039573874495,Low,51.5
